mrts,clause_id,title,page_start,page_end,text
MRTS11,30,particles/m²,37,37,"250 vehicles / lane / day)
Other low traffic (less than 250 vehicles / lane / day) 40 particles/m²
Note:"
MRTS11,1,Information about roads that form part of the Principal Cycle Network can be found of the department's,37,38,"website www.tmr.qld.gov.au.
Loose aggregate in excess of the maximum allowable loose aggregate particle requirement shall be
removed and transported from the job site as follows:
a) from trafficked lanes and sealed shoulders within a time period that ensures compliance with
the requirements of Clause 14.8 and MRTS02 Provision for Traffic
b) from concrete channels, traffic islands, open drains, footpaths, nature strips or verges within"
MRTS11,24,"hours, and",38,38,"c) all other areas within 5 days.
Loose aggregate shall be utilised / disposed of in accordance with the requirements of Clause 10 of
MRTS01 Introduction to Technical Specifications.
Any damage to the seal resulting from removal of loose aggregate shall be repaired by the Contractor
at no cost to the Principal.
During the Defects Liability Period up to the issue of the Final Certificate, where the Contractor is the
nominated Seal Designer, the Contractor is required, at no cost to the Principal, to ensure that the
maximum allowable loose aggregate particles requirement given in Table 14.6 is met."
MRTS11,14.7,Protection of fresh seals from traffic,38,38,"The Contractor shall take precautions to protect the work from damage until such time as the prime or
seal (including initial seals, secondary treatments and retreatments) has developed sufficient strength
to carry normal traffic without dislodgement of the cover aggregate or cover material, as applicable.
Special attention is required at intersections."
MRTS11,14.8,Early trafficking minimum requirements,38,39,"Unless otherwise stated in Clause 8 of Annexure MRTS11.1, the Contractor shall complete the
following early trafficking minimum requirements in order to address both loose stone considerations
in accordance with Clause 14.6 and the protection of the fresh seal from traffic in accordance with the
requirements of Clause 14.7:
a) in areas where the posted speed limit is equal to or less than 60 km/h and which are opened
to traffic prior to final sweeping, the Contractor shall install temporary 'loose stones' and
'slippery' warning signs and temporary 40 km/h speed signs until the maximum allowable
loose aggregate requirements of Clause 14.6 are met
b) in areas where the posted speed limit exceeds 60 km/h and which are opened to traffic prior to
final sweeping, the Contractor shall install temporary 'loose stones' and 'slippery' warning
signs and temporary speed signs not exceeding 60 km/h until the maximum allowable loose
aggregate requirements of Clause 14.6 are met, and
c) for a period of between 24 hours and 48 hours after the maximum allowable loose aggregate
requirements of Clause 14.6 have been met, the temporary speed limit shall be not greater
than 80 km/h and the posted speed limit, and the Contractor shall install signs accordingly.
For primes, traffic including construction traffic shall not be permitted on the surface where the traffic
exceeds 50 v/l/d. Where the traffic is less than 50 v/l/d, traffic including construction traffic shall not be
permitted on the surface:
a) within 24 hours of spraying or until the prime has dried sufficiently so as not to be damaged by
vehicles, and
b) until prime cover material is applied.
All signage shall comply with the requirements of MRTS02 Provision for Traffic.
The requirements of Clause 14.8 are Hold Point 8 and the road shall not be opened to traffic until the
release of this Hold Point by the Administrator."
MRTS11,15,Geotextile reinforced seals,39,39,"The geotextile used in a GRS shall be supplied and constructed in accordance with the requirements
of MRTS57 Geotextiles for Geotextile Reinforced Seals."
MRTS11,16,Measurement and recording,39,40,"The volume of bituminous material sprayed of each run shall be determined by dipping the tank after
each run and recording the volume of bituminous material in the tank to the nearest 50 L. The sprayer
shall be dipped whilst parked on level ground. Sprayers with electronic process control and data
recording may, with the approval of the Administrator, be exempt from this requirement.
For each spray run, the Contractor shall record all details of the sealing operations on an appropriate
spray sheet, which shall include details of at least the following:
a) Job number
b) The Queensland Sprayer Certificate number and its expiry date
c) Date, start time and end time of the spray run
d) Description of the weather throughout the spray run
e) Name and signature of the Spray Seal Designer’s Delegate determining the Adjusted
Designed Spray Rate and Adjusted Designed Spread Rate
f) Pavement temperature at the start and end of the spray run, and when there is significant
change in temperature (record time / temperature degrees Celsius)
g) Gazettal chainages for start and finish of the spray run
h) Area of the spray run (m²)
i) Hot volume of binder prior to addition of cutter and additives (L)
j) Binder type(s) used on the spray run
k) Additive (including adhesion agent and cutter) types used, if any
l) Design cutter oil proportions (parts per 100 parts of binder) used, if any (refer Clause 12.7)
m) Actual cutter oil proportions (parts per 100 parts of binder) used, if any
n) Quantity of adhesion agent (parts per 100 parts of binder)) used, if any
o) Temperature of mixture at start of the spray run
p) Adjusted Designed Spray Rate(s) and Actual Spray Rate(s) for each run (at 15ºC)
q) Nominal aggregate size used for the spray run
r) Quantity of aggregate spread for the spray run
s) Adjusted Designed Spread Rate(s) and Actual Spread Rate(s)
t) Number of and type of rollers used, and
u) A statement of whether the spray rate complied with the tolerance requirements detailed in
Clause 12.8, and whether the aggregate spread rate complied with the tolerance requirements
detailed in Clauses 13.4 and 14.4.
The bituminous materials spraying record sheet shall be made available to the Administrator for
verification, within one day of the sealing operations applicable to the run.
All records shall be such that the actual spray rate for each spray run shall be calculated at 15ºC prior
to the next spray run.
All volume conversions, in relation to changes in temperature of bituminous materials, shall be carried
out in accordance with the relevant factors listed in Tables 16(a) and 16(b).
Table 16(a) – Equivalent volumes at higher temperatures of 1 Litre of bituminous material
measured at 15ºC
Temp (ºC) Factor Temp (ºC) Factor Temp (ºC) Factor"
MRTS11,75,1.0387 140 1.0827 205 1.1287,40,41,"Table 16(b) – Equivalent volumes at 15ºC of 1 Litre of bituminous material measured at higher
temperatures
Temp (ºC) Factor Temp (ºC) Factor Temp (ºC) Factor"
MRTS11,17.1,General,41,41,"Material compliance shall be tested and checked in accordance with the requirements of the material
technical specifications detailed in Table 7.1.
The process requirements shall be checked for compliance with the specified requirements during and
after construction for each lot.
In the event of any fuel or oil leaks or spillages by the Contractor onto the newly sealed surface, or any
other damage to the newly sealed surface, the Contractor shall reinstate the surface and the
underlying base course to its pre-damage condition at no cost to the Principal.
The Contractor and Administrator shall jointly investigate and provide the Principal with a written report
on the causes where any of the following occurs on more than 10% of any wheel path length of any
run at any time to the end of the Defects Liability Period:
a) stripping which is defined as areas where more than 10% cover aggregate has been lost from
the seal’s aggregate matrix
b) flushing which is defined as where surface texture depth is < 0.5 mm when tested by ATM 250
or Q715, and/or
c) debonding which is defined as separation of the seal from the underlying layer."
MRTS11,17.2,Surface texture,42,42,"Where the seal is the final surfacing or shall be opened to public traffic, surface texture shall be tested,
recorded and reported to the Administrator as follows:
a) surface texture shall be assessed by either the Pestle Method or Laser Method
b) testing shall be carried out:
i. at sections of through pavement that have a homogeneous visual appearance, and
ii. at each of the following locations:
• pedestrian crossings, railway level crossings, roundabouts, intersections, including the
maximum 50 m approaches and departures to these
• curves with radius ≤ 250 m
• gradients ≥ 5% and ≥ 50 m long
• on / off ramps, including merge and diverge areas, and/or
• merge and diverge areas of overtaking lanes and intersections
c) Testing shall be completed after the loose aggregate requirements of Clause 14.6 are met.
All surface texture depths shall achieve the requirements stated in Clause 9 of Annexure MRTS11.1."
MRTS11,18,Supplementary requirements,42,42,"The requirements of MRTS11 Sprayed Bituminous Treatments (Excluding Emulsion) are varied by the
supplementary requirements given in Clause 10 of Annexure MRTS11.1."
